"Set","Model","Stratum","Age","LM","Site","Week1","Week2","Age:LM","Age:Site","LM:Site","Age:Week1","Age:Week2","LM:Week1","LM:Week2","Site:Week1","Site:Week2","Age:LM:Site","Age:LM:Week1","Age:LM:Week2","Age:Site:Week1","Age:Site:Week2","LM:Site:Week1","LM:Site:Week2","Age:LM:Site:Week1","Age:LM:Site:Week2","Num_Rhats_gt_1.05","Num_Eff_SS_ls_100","Num_params","Run_Time","WAIC"
"8","17",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1820,"3 hrs, 33 min, 12 sec",121286.998130695
"8","18",0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1820,"3 hrs, 39 min, 11 sec",121336.210585111
"9","1",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1719,"3 hrs, 21 min, 34 sec",121294.990906309
"9","2",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1719,"3 hrs, 26 min, 44 sec",121297.978757621
"9","3",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1719,"3 hrs, 31 min, 29 sec",121281.688048352
"9","4",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1719,"3 hrs, 13 min, 7 sec",121275.952310825
"9","5",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1719,"3 hrs, 22 min, 34 sec",121294.350016623
"9","6",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1719,"3 hrs, 19 min, 18 sec",121264.709770027
"9","7",0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 30 min, 28 sec",121343.849377975
"9","8",0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 24 min, 4 sec",121279.241493716
"9","9",0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 21 min, 34 sec",121304.762621474
"9","10",0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 23 min, 26 sec",121260.794513481
"9","11",0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 26 min, 3 sec",121332.863764657
"9","12",0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 28 min, 21 sec",121273.475761011
"9","13",0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 24 min, 52 sec",121286.274649935
"9","14",0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 29 min, 35 sec",121319.25923564
"9","15",0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 20 min, 52 sec",121285.918869358
"9","16",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 21 min, 51 sec",121259.341579408
"9","17",0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1719,"3 hrs, 30 min, 38 sec",121317.149600843
"10","1",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1618,"3 hrs, 20 min, 29 sec",121271.766872575
"10","2",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,2,1618,"3 hrs, 8 min, 44 sec",121297.463019675
"10","3",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1618,"3 hrs, 25 min, 2 sec",121287.862771901
"10","4",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1618,"3 hrs, 11 min, 40 sec",121243.975652002
"10","5",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1618,"3 hrs, 10 min, 12 sec",121255.074685194
"10","6",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1618,"2 hrs, 39 min, 6 sec",121278.179095994
"10","7",0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1618,"3 hrs, 27 min, 33 sec",121364.767964442
"10","8",0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1618,"3 hrs, 17 min, 52 sec",121230.573834535
"10","9",0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1618,"3 hrs, 9 min, 12 sec",121262.518622195
"10","10",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1618,"2 hrs, 59 min, 53 sec",121224.665373011
"10","11",0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1618,"3 hrs, 18 min, 30 sec",121267.416803466
"10","12",0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1618,"2 hrs, 37 min, 24 sec",121313.919944855
"10","13",0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1618,"3 hrs, 24 min, 8 sec",121334.521401076
"10","14",0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1618,"3 hrs, 23 min, 50 sec",121324.075585895
"10","15",0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1618,"3 hrs, 2 min, 45 sec",121246.755342338
"10","16",0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1618,"3 hrs, 32 min, 9 sec",121448.584139715
"11","1",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,2,1517,"2 hrs, 56 min, 38 sec",121212.691689522
"11","2",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,2,1517,"2 hrs, 29 min, 42 sec",121281.352608495
"11","3",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2,1517,"2 hrs, 30 min, 39 sec",121262.878394829
"11","4",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,2,1517,"2 hrs, 39 min, 12 sec",121169.177071263
"11","5",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1517,"2 hrs, 35 min, 12 sec",121208.905036499
"11","6",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1517,"2 hrs, 31 min, 53 sec",121224.551298068
"11","7",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,2,1517,"3 hrs, 5 min, 56 sec",121268.343330618
"11","8",0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1517,"2 hrs, 28 min, 5 sec",121246.029062537
"11","9",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,2,2,1517,"2 hrs, 58 min, 23 sec",121189.028102172
"11","10",0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1517,"2 hrs, 58 min, 0 sec",121237.731583841
"11","11",0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1517,"2 hrs, 28 min, 36 sec",121269.785946236
"11","12",0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1517,"2 hrs, 51 min, 48 sec",121276.486401356
"11","13",0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1517,"2 hrs, 35 min, 55 sec",121281.821285621
"11","14",0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1517,"2 hrs, 56 min, 49 sec",121233.036456294
"11","15",0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1517,"2 hrs, 58 min, 43 sec",121551.823640187
"12","1",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,5,2,1416,"2 hrs, 20 min, 29 sec",121174.215013131
"12","2",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,5,1416,"2 hrs, 22 min, 54 sec",121191.129196518
"12","3",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,5,3,1416,"2 hrs, 22 min, 10 sec",121206.347938348
"12","4",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,2,2,1416,"2 hrs, 27 min, 15 sec",121152.722142128
"12","5",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,3,1416,"2 hrs, 20 min, 42 sec",121174.212519892
"12","6",0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1416,"2 hrs, 32 min, 11 sec",121211.008317248
"12","7",0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1416,"2 hrs, 26 min, 21 sec",121184.424219675
"12","8",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1416,"2 hrs, 22 min, 22 sec",121134.821552741
"12","9",0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1416,"2 hrs, 22 min, 6 sec",121193.51971725
"12","10",0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1416,"2 hrs, 23 min, 47 sec",121207.829664368
"12","11",0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1416,"2 hrs, 20 min, 8 sec",121296.750529945
"12","12",0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1416,"2 hrs, 26 min, 48 sec",121215.982288269
"12","13",0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1416,"2 hrs, 24 min, 54 sec",121162.942915945
"12","14",0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1416,"3 hrs, 4 min, 53 sec",121823.920212473
"13","1",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1315,"2 hrs, 21 min, 23 sec",121139.177026208
"13","2",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1315,"2 hrs, 17 min, 56 sec",121141.281593791
"13","3",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1315,"2 hrs, 27 min, 57 sec",121200.206425525
"13","4",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1315,"2 hrs, 19 min, 30 sec",121125.553049584
"13","5",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1315,"2 hrs, 23 min, 47 sec",121132.239484003
"13","6",0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1315,"2 hrs, 14 min, 6 sec",121175.882382526
"13","7",0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1315,"2 hrs, 20 min, 21 sec",121199.557775641
"13","8",0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1315,"2 hrs, 24 min, 50 sec",121139.361978433
"13","9",0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1315,"2 hrs, 19 min, 58 sec",121182.209353327
"13","10",0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1315,"2 hrs, 15 min, 55 sec",121203.64950366
"13","11",0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1315,"2 hrs, 20 min, 39 sec",121167.946092121
"13","12",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1315,"2 hrs, 15 min, 3 sec",121046.690305426
"13","13",0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,3,1315,"2 hrs, 24 min, 41 sec",121392.181735668
"14","1",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1214,"2 hrs, 15 min, 44 sec",121049.248783569
"14","2",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,2,2,1214,"2 hrs, 15 min, 50 sec",121071.223046557
"14","3",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1214,"2 hrs, 17 min, 47 sec",121092.239770467
"14","4",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1214,"2 hrs, 13 min, 17 sec",121042.274277559
"14","5",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1214,"2 hrs, 12 min, 48 sec",121063.035317342
"14","6",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1214,"2 hrs, 7 min, 34 sec",121126.547359612
"14","7",0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1214,"2 hrs, 16 min, 17 sec",121082.460367288
"14","8",0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1214,"2 hrs, 16 min, 0 sec",121058.181176457
"14","9",0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1214,"2 hrs, 11 min, 38 sec",121123.120885611
"14","10",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1214,"2 hrs, 7 min, 46 sec",121157.143911195
"14","11",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1214,"2 hrs, 17 min, 12 sec",121080.602485167
"14","12",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1214,"2 hrs, 19 min, 32 sec",121295.374245642
"15","1",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1113,"2 hrs, 13 min, 59 sec",120979.979957307
"15","2",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1113,"2 hrs, 9 min, 1 sec",120989.904811382
"15","3",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1113,"2 hrs, 12 min, 54 sec",121074.781622597
"15","4",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1113,"2 hrs, 10 min, 14 sec",120978.224447671
"15","5",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1113,"2 hrs, 15 min, 59 sec",121073.927782632
"15","6",0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1113,"2 hrs, 10 min, 46 sec",121102.726762166
"15","7",0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1113,"2 hrs, 8 min, 37 sec",121022.659714999
"15","8",0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1113,"2 hrs, 5 min, 35 sec",121009.337388438
"15","9",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1113,"2 hrs, 10 min, 53 sec",121115.857789511
"15","10",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1113,"2 hrs, 9 min, 8 sec",121010.715815516
"15","11",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,2,1,1113,"2 hrs, 14 min, 10 sec",121228.729584105
"16","1",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1012,"2 hrs, 8 min, 11 sec",120905.708900841
"16","2",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1012,"2 hrs, 5 min, 46 sec",120989.957144106
"16","3",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1012,"2 hrs, 8 min, 19 sec",120970.777793105
"16","4",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1012,"2 hrs, 4 min, 41 sec",121027.542082107
"16","5",0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1012,"2 hrs, 8 min, 18 sec",121019.648320608
"16","6",0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1012,"2 hrs, 6 min, 48 sec",120950.300739099
"16","7",0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1012,"2 hrs, 7 min, 34 sec",120972.83777825
"16","8",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1012,"2 hrs, 3 min, 31 sec",121045.876709198
"16","9",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1012,"2 hrs, 13 min, 44 sec",120935.990342357
"16","10",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1012,"2 hrs, 6 min, 12 sec",121189.064083143
"17","1",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,911,"2 hrs, 2 min, 0 sec",120878.712309947
"17","2",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,911,"2 hrs, 6 min, 40 sec",120910.181199455
"17","3",0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,911,"2 hrs, 1 min, 20 sec",120960.935830628
"17","4",0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,911,"2 hrs, 1 min, 4 sec",120962.411253945
"17","5",0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,911,"2 hrs, 2 min, 13 sec",120883.701367693
"17","6",0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,911,"2 hrs, 5 min, 15 sec",120877.385614619
"17","7",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,911,"2 hrs, 0 min, 33 sec",120975.003700138
"17","8",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,911,"1 hrs, 56 min, 36 sec",120838.582266466
"17","9",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3,911,"1 hrs, 58 min, 58 sec",121116.952398388
"18","1",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,5,810,"1 hrs, 57 min, 24 sec",120794.952846227
"18","2",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,810,"2 hrs, 1 min, 6 sec",120804.890991629
"18","3",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,810,"1 hrs, 58 min, 59 sec",120852.611254895
"18","4",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,810,"1 hrs, 58 min, 22 sec",120956.289915242
"18","5",0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,810,"1 hrs, 48 min, 49 sec",120805.942824837
"18","6",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2,4,810,"1 hrs, 54 min, 54 sec",120795.986819052
"18","7",0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,3,810,"1 hrs, 53 min, 53 sec",120885.070208361
"18","8",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2,6,810,"1 hrs, 57 min, 31 sec",121019.629455162
"19","1",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,60,43,709,"1 hrs, 47 min, 56 sec",120753.729780244
"19","2",0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,12,26,709,"1 hrs, 40 min, 12 sec",120813.571803197
"19","3",0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,709,"1 hrs, 58 min, 29 sec",120916.206101382
"19","4",0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,709,"2 hrs, 0 min, 34 sec",120798.570097249
"19","5",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,100,101,709,"1 hrs, 59 min, 20 sec",120749.483470123
"19","6",0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,709,"2 hrs, 1 min, 24 sec",121059.064603487
"19","7",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,709,"1 hrs, 46 min, 20 sec",121017.820253565
"20","1",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,11,608,"1 hrs, 36 min, 48 sec",120662.089034479
"20","2",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,105,104,608,"1 hrs, 52 min, 4 sec",120718.214570636
"20","3",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,130,153,608,"1 hrs, 42 min, 16 sec",120832.015200631
"20","4",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,12,608,"1 hrs, 40 min, 10 sec",120776.305021331
"20","5",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,608,"1 hrs, 51 min, 38 sec",121009.255437809
"20","6",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,103,102,608,"1 hrs, 51 min, 12 sec",121022.146065693
"21","1",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46,66,507,"1 hrs, 39 min, 41 sec",120600.201167107
"21","2",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,507,"1 hrs, 47 min, 24 sec",120703.887896396
"21","3",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,103,102,507,"1 hrs, 36 min, 18 sec",120703.847724388
"21","4",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,105,113,507,"1 hrs, 34 min, 8 sec",120948.535147399
"21","5",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,204,204,507,"1 hrs, 35 min, 45 sec",120981.200147061
"22","1",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,201,406,"1 hrs, 34 min, 27 sec",120891.647702792
"22","2",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,51,406,"1 hrs, 31 min, 54 sec",120606.300553042
"22","3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36,134,406,"1 hrs, 38 min, 9 sec",121375.422802257
"22","4",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21,216,406,"1 hrs, 34 min, 52 sec",121531.836161123
"End","Best",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46,66,507,"1 hrs, 39 min, 41 sec",120600.201167107
